"","RawName","CorrectedGenus","CorrectedSpecies"
"6885","Dahlstedtia pinnata","Dahlstedtia","pinnata"
"6886","Dahlstedtia sppBRi1","Dahlstedtia",NA
"6887","Dalbergia arborea","Dalbergia","arborea"
"6888","Dalbergia armata","Dalbergia","armata"
"6889","Dalbergia bariensis","Dalbergia","bariensis"
"6890","Dalbergia baronii","Dalbergia","baronii"
"6891","Dalbergia bignonae","Dalbergia","bignonae"
"6892","Dalbergia boehmii","Dalbergia","boehmii"
"6893","Dalbergia brasiliensis","Dalbergia","brasiliensis"
"6894","Dalbergia brownei","Dalbergia","brownei"
"6895","Dalbergia cochinchinensis","No","suitable"
"6896","Dalbergia confertiflora","Dalbergia","confertiflora"
"6897","Dalbergia cultrata","Dalbergia","cultrata"
"6898","Dalbergia foliolosa","Dalbergia","foliolosa"
"6899","Dalbergia frutescens","Dalbergia","frutescens"
"6900","Dalbergia fruticosa","Dalbergia",NA
"6901","Dalbergia funera","Dalbergia","funera"
"6902","Dalbergia granadillo","Dalbergia","granadillo"
"6903","Dalbergia hancei","Dalbergia","hancei"
"6904","Dalbergia hupeana","Dalbergia","hupeana"
"6905","Dalbergia latifolia","Dalbergia","latifolia"
"6906","Dalbergia monetaria","Dalbergia","monetaria"
"6907","Dalbergia multijuga","Dalbergia","multijuga"
"6908","Dalbergia negrensis","Dalbergia","negrensis"
"6909","Dalbergia nigra","Dalbergia","nigra"
"6910","Dalbergia nigrescens","Dalbergia","nigrescens"
"6911","Dalbergia obovata","Dalbergia","obovata"
"6912","Dalbergia oliveri","Dalbergia","oliveri"
"6913","Dalbergia retusa","Dalbergia","retusa"
"6914","Dalbergia riparia","Dalbergia","riparia"
"6915","Dalbergia saxatilis","Dalbergia","saxatilis"
"6916","Dalbergia sissoo","Dalbergia","sissoo"
"6917","Dalbergia sppAnkarif1","Dalbergia",NA
"6918","Dalbergia sppAnkarif2","Dalbergia",NA
"6919","Dalbergia sppAnkarif3","Dalbergia",NA
"6920","Dalbergia sppBRi1","Dalbergia",NA
"6921","Dalbergia sppCabezade1","Dalbergia",NA
"6922","Dalbergia sppCampinas1","Dalbergia",NA
"6923","Dalbergia sppCandamo1","Dalbergia",NA
"6924","Dalbergia sppCarlosbo1","Dalbergia",NA
"6925","Dalbergia sppCeroneb11","Dalbergia",NA
"6926","Dalbergia sppCerroelp1","Dalbergia",NA
"6927","Dalbergia sppChaquima1","Dalbergia",NA
"6928","Dalbergia sppConstanc1","Dalbergia",NA
"6929","Dalbergia sppConstanc2","Dalbergia",NA
"6930","Dalbergia sppDucke1","Dalbergia",NA
"6931","Dalbergia sppDucke2","Dalbergia",NA
"6932","Dalbergia sppDureno1","Dalbergia",NA
"6933","Dalbergia sppFPnet1","Dalbergia",NA
"6934","Dalbergia sppGaleraz1","Dalbergia",NA
"6935","Dalbergia sppJatunsac1","Dalbergia",NA
"6936","Dalbergia sppJauneche1","Dalbergia",NA
"6937","Dalbergia sppLA1","Dalbergia",NA
"6938","Dalbergia sppLoshaiti1","Dalbergia",NA
"6939","Dalbergia sppMiazi1","No","suitable"
"6940","Dalbergia sppNadugani1","Dalbergia",NA
"6941","Dalbergia sppPerinet1","Dalbergia",NA
"6942","Dalbergia sppRioheath1","Dalbergia",NA
"6943","Dalhousiea africana","Dalhousiea","africana"
"6944","Danais fragrans","Danais","fragrans"
"6945","Danais sppNosymang1","Danais",NA
"6946","Danais sppNosymang2","Danais",NA
"6947","Danais sppPerinet1","Danais",NA
"6948","Danais sppPerinet2","Danais",NA
"6949","Danais sppPerinet3","Danais",NA
"6950","Daniella pynaertii","Daniella","pynaertii"
"6951","Daniellia klainei","Daniellia","klainei"
"6952","Daniellia ogea","Daniellia","ogea"
"6953","Daniellia oliveri","Daniellia","oliveri"
"6954","Daniellia pynaertii","Daniellia","pynaertii"
"6955","Daniellia soyauxii","Daniellia","soyauxii"
"6956","Daniellia sppCI1","Daniellia",NA
"6957","Daniellia sppGA1","Daniellia",NA
"6958","Daniellia thurifera","Daniellia","thurifera"
"6959","Daphnandra micrantha","Daphnandra","micrantha"
"6960","Daphnandra repandula","Daphnandra","repandula"
"6961","Daphne papyracea","Daphne","papyracea"
"6962","Daphne tangutica","Daphne","tangutica"
"6963","Daphniphyllum glaucescens","Daphniphyllum","glaucescens"
"6964","Daphniphyllum macropodum","Daphniphyllum","macropodum"
"6965","Daphniphyllum nilgerensis","Daphniphyllum","nilgerensis"
"6966","Daphniphyllum oldhami","Daphniphyllum","oldhamii"
"6967","Daphniphyllum oldhamii","Daphniphyllum","oldhamii"
"6968","Daphnopsis americana","Daphnopsis","americana"
"6969","Daphnopsis bogotensis","Daphnopsis","bogotensis"
"6970","Daphnopsis equatorialis","Daphnopsis","equatorialis"
"6971","Daphnopsis fasciculata","Daphnopsis","fasciculata"
"6972","Daphnopsis granulosa","Daphnopsis",NA
"6973","Daphnopsis philippiana","Daphnopsis","philippiana"
"6974","Daphnopsis pseudosalix","Daphnopsis","pseudosalix"
"6975","Daphnopsis racemosa","Daphnopsis","racemosa"
"6976","Daphnopsis sanctae-teresae","Daphnopsis","sanctae-teresae"
"6977","Daphnopsis sppBilsa1","Daphnopsis",NA
"6978","Daphnopsis sppCentinel1","Daphnopsis",NA
"6979","Daphnopsis sppChamela11","Daphnopsis",NA
"6980","Daphnopsis sppCuevas1","Daphnopsis",NA
"6981","Daphnopsis sppRAINFOR1","Daphnopsis",NA
"6982","Daphnopsis sppSacram1","Daphnopsis",NA
"6983","Darlingia darlingiana","Darlingia","darlingiana"
"6984","Dasylepis blackii","Dasylepis","blackii"
"6985","Dasylepis brevipedicellata","Dasylepis","brevipedicellata"
"6986","Dasylepis seretii","Dasylepis","seretii"
"6987","Dasylepis thomasii","Dasylepis","thomasii"
"6988","Dasymaschalon clusiflorum","Dasymaschalon","clusiflorum"
"6989","Dasyphyllum brasiliense","Dasyphyllum","brasiliense"
"6990","Dasyphyllum diacanthoides","Dasyphyllum","diacanthoides"
"6991","Dasyphyllum spinescens","Dasyphyllum","spinescens"
"6992","Dasyphyllum sppBRi1","Dasyphyllum",NA
"6993","Dasyphyllum tomentosum","Dasyphyllum","tomentosum"
"6994","Davidsonia pruriens","Davidsonia","pruriens"
"6995","Davilla kunthii","Davilla","kunthii"
"6996","Davilla macrocarpa","Davilla","macrocarpa"
"6997","Davilla multiflora","Davilla","multiflora"
"6998","Davilla nitida","Davilla","nitida"
"6999","Davilla rugosa","Davilla","rugosa"
"7000","Davilla sppAlterdoc1","Davilla",NA
"7001","Davilla sppCalima1","Davilla",NA
"7002","Davilla sppLaraya1","Davilla",NA
"7003","Davilla sppMadden1","Davilla",NA
"7004","Debregeasia saeneb","Debregeasia","saeneb"
"7005","Decarydendron perrieri","Decarydendron","perrieri"
"7006","Decarydendron ranomafanensis","Decarydendron","ranomafanensis"
"7007","Decaspermum gracilentum","Decaspermum","gracilentum"
"7008","Decaspermum sppVarirata1","Decaspermum",NA
"7009","Decumaria barbara","Decumaria","barbara"
"7010","Decussocarpus rospigliosii","Decussocarpus","rospigliosii"
"7011","Degeneria vitiensis","No","suitable"
"7012","Dehaasia caesia","Dehaasia","caesia"
"7013","Dehaasia cuneata","Dehaasia","cuneata"
"7014","Dehaasia incrassata","Dehaasia","incrassata"
"7015","Dehaasia longipedicellata","Dehaasia","longipedicellata"
"7016","Dehaasia microcephala","Dehaasia",NA
"7017","Dehaasia sppTEAM1","Dehaasia",NA
"7018","Deidamia sppPerinet1","Deidamia",NA
"7019","Deimbolia acuminata","Deinbollia","acuminata"
"7020","Deinbollia cuneifolia","Deinbollia","cuneifolia"
"7021","Deinbollia grandifolia","No","suitable"
"7022","Deinbollia maxima","Deinbollia","maxima"
"7023","Deinbollia molliuscula","Deinbollia","molliuscula"
"7024","Deinbollia oblongifolia","Deinbollia","oblongifolia"
"7025","Deinbollia pervillei","Deinbollia","pervillei"
"7026","Deinbollia pinnata","Deinbollia","pinnata"
"7027","Deinbollia pycnophylla","Deinbollia","pycnophylla"
"7028","Deinbollia sppMtcam1","Deinbollia",NA
"7029","Deinbollia sppNosymang1","Deinbollia",NA
"7030","Deinbollia sppPerinet1","Deinbollia",NA
"7031","Deinbollia sppSL1","No","suitable"
"7032","Delarbrea harmsii","Delarbrea","harmsii"
"7033","Delarbrea longicarpa","Delarbrea","longicarpa"
"7034","Delarbrea paradoxa","Delarbrea","paradoxa"
"7035","Delonix regia","Delonix","regia"
"7036","Delostoma integrifolium","Delostoma","integrifolium"
"7037","Delostoma sppCerroayp1","Delostoma",NA
"7038","Dendrobangia boliviana","Dendrobangia","boliviana"
"7039","Dendrobangia multinervia","Dendrobangia","multinervia"
"7040","Dendrobangia sppGF1","Dendrobangia",NA
"7041","Dendrobangia sppRAINFOR1","No","suitable"
"7042","Dendrobangia sppTEAM1","Dendrobangia",NA
"7043","Dendrocalamus giganteus","Dendrocalamus","giganteus"
"7044","Dendrocalamus hamiltonii","Dendrocalamus","hamiltonii"
"7045","Dendrocnide excelsa","Dendrocnide","excelsa"
"7046","Dendrocnide harveyi","Dendrocnide","harveyi"
"7047","Dendrocnide latifolia","Dendrocnide","latifolia"
"7048","Dendrocnide peltata","Dendrocnide","peltata"
"7049","Dendrocnide stimulans","Dendrocnide","stimulans"
"7050","Dendrocnide vitiensis","Dendrocnide","vitiensis"
"7051","Dendropanax arboreum","No","suitable"
"7052","Dendropanax arboreus","Dendropanax","arboreus"
"7053","Dendropanax brasiliensis","Dendropanax","brasiliensis"
"7054","Dendropanax caucanus","Dendropanax","caucanus"
"7055","Dendropanax cuneatus","Dendropanax","cuneatus"
"7056","Dendropanax dentiger","Dendropanax","dentiger"
"7057","Dendropanax gonatopodus","Dendropanax","gonatopodus"
"7058","Dendropanax lehmannii","Dendropanax","lehmannii"
"7059","Dendropanax macropodus","Dendropanax","macropodus"
"7060","Dendropanax morbiferus","Dendropanax","morbiferus"
"7061","Dendropanax palustris","No","suitable"
"7062","Dendropanax sppAllpahua1","Dendropanax",NA
"7063","Dendropanax sppAltodemi1","Dendropanax",NA
"7064","Dendropanax sppAraracua1","Dendropanax",NA
"7065","Dendropanax sppArcating1","Dendropanax",NA
"7066","Dendropanax sppBilsa1","Dendropanax",NA
"7067","Dendropanax sppCalabate1","Dendropanax",NA
"7068","Dendropanax sppCarara1","Dendropanax",NA
"7069","Dendropanax sppCarara2","Dendropanax",NA
"7070","Dendropanax sppCedral1","Dendropanax",NA
"7071","Dendropanax sppCeroneb21","No","suitable"
"7072","Dendropanax sppCerroelp1","Dendropanax",NA
"7073","Dendropanax sppCerroolu1","Dendropanax",NA
"7074","Dendropanax sppChirinos1","Dendropanax",NA
"7075","Dendropanax sppDureno1","Dendropanax",NA
"7076","Dendropanax sppFPnet1","Dendropanax",NA
"7077","Dendropanax sppFincaz1","Dendropanax",NA
"7078","Dendropanax sppGT1","Dendropanax",NA
"7079","Dendropanax sppGentry1","Dendropanax",NA
"7080","Dendropanax sppIncahuar2","Dendropanax",NA
"7081","Dendropanax sppJatunsac1","Dendropanax",NA
"7082","Dendropanax sppLagenoa1","Dendropanax",NA
"7083","Dendropanax sppLoshaiti1","Dendropanax",NA
"7084","Dendropanax sppMaquipuc1","Dendropanax",NA
"7085","Dendropanax sppMurri1","Dendropanax",NA
"7086","Dendropanax sppPE1","Dendropanax",NA
"7087","Dendropanax sppRAINFOR1","Dendropanax",NA
"7088","Dendropanax sppSCA1","Dendropanax",NA
"7089","Dendropanax sppTEAM1","Dendropanax",NA
"7090","Dendropanax sppTamblat21","Dendropanax",NA
"7091","Dendropanax sppUcumari1","Dendropanax",NA
"7092","Dendropanax sppVencer1","No","suitable"
"7093","Dendropanax sppYanam21","Dendropanax",NA
"7094","Dendropanax sppYanam22","Dendropanax",NA
"7095","Dendropanax stenodontus","Dendropanax","stenodontus"
"7096","Dendropanax trifidus","Dendropanax","trifidus"
"7097","Dendropanax umbellatus","Dendropanax","umbellatus"
"7098","Dendropanax veillonii","Dendropanax","veillonii"
"7099","Dendrosenecio erici-rosenii","Dendrosenecio","erici-rosenii"
"7100","Denhamia celastroides","Denhamia","celastroides"
"7101","Denhamia fournieri","Denhamia","fournieri"
"7102","Depanthus glaber","Depanthus","glaber"
"7103","Deplanchea speciosa","Deplanchea","speciosa"
"7104","Deplanchea sppNewcaldo1","Deplanchea",NA
"7105","Deprea subtriflora","Deprea","subtriflora"
"7106","Derris laxiflora","Derris","laxiflora"
"7107","Derris sppBakosar1","Derris",NA
"7108","Derris sppGenting1","Derris",NA
"7109","Derris sppKhaoyai1","Derris",NA
"7110","Derris sppPasoh301","Derris",NA
"7111","Derris sppPasoh401","Derris",NA
"7112","Derris sppRiomanso1","Derris",NA
"7113","Derris sppRiomanso2","Derris",NA
"7114","Desbordesia glaucescens","Desbordesia","glaucescens"
"7115","Desbordesia insignis","Desbordesia","insignis"
"7116","Desbordesia sppBanyong1","Desbordesia",NA
"7117","Desfontainea sppAchupall1","Desfontainia",NA
"7118","Desfontainia spinosa","No","suitable"
"7119","Desmodium sppMotozint1","Desmodium",NA
"7120","Desmoncus sppIndiana1","Desmoncus",NA
"7121","Desmopsis heteropetala","Desmopsis","heteropetala"
"7122","Desmopsis panamensis","Desmopsis","panamensis"
"7123","Desmopsis sppCerroolu1","Desmopsis",NA
"7124","Desmos cochinchinensis","Desmos","cochinchinensis"
"7125","Desmos sppKhaoyai1","No","suitable"
"7126","Desmos sppPasoh301","Desmos",NA
"7127","Desmos sppSakaerat1","Desmos",NA
"7128","Desmostachys sppBanyong1","Desmostachys",NA
"7129","Desmostachys tenuifolius","Desmostachys","tenuifolius"
"7130","Desplatsia chrysochlamys","No","suitable"
"7131","Desplatsia daweluri","Desplatsia",NA
"7132","Desplatsia deweluri","Desplatsia",NA
"7133","Desplatsia dewevrei","Desplatsia","dewevrei"
"7134","Desplatsia sppFPnet1","Desplatsia",NA
"7135","Desplatsia sppTEAM1","Desplatsia",NA
"7136","Desplatsia subericarpa","Desplatsia","subericarpa"
"7137","Detarium macrocarpum","Detarium","macrocarpum"
"7138","Detarium microcarpum","Detarium","microcarpum"
"7139","Detarium senegalense","Detarium","senegalense"
"7140","Deutzia scabra","Deutzia","scabra"
"7141","Dewevrea bilabiata","Dewevrea","bilabiata"
"7142","Dialium aubrevillei","Dialium","aubrevillei"
"7143","Dialium bipindense","Dialium","bipindense"
"7144","Dialium corbisieri","Dialium","corbisieri"
"7145","Dialium dinklagei","Dialium","dinklagei"
"7146","Dialium eurysepalum","Dialium","eurysepalum"
"7147","Dialium excelsum","Dialium","excelsum"
"7148","Dialium guianense","Dialium","guianense"
"7149","Dialium guineense","Dialium","guineense"
"7150","Dialium holtzii","Dialium","holtzii"
"7151","Dialium indum","Dialium","indum"
"7152","Dialium laurinum","Dialium","laurinum"
"7153","Dialium lopense","Dialium","lopense"
"7154","Dialium maingayi","Dialium","maingayi"
"7155","Dialium pachiculum","Dialium",NA
"7156","Dialium pachyphyllum","Dialium","pachyphyllum"
"7157","Dialium platysepalum","Dialium","platysepalum"
"7158","Dialium pobeguinii","Dialium","pobeguinii"
"7159","Dialium polyanthum","Dialium","polyanthum"
"7160","Dialium soyauxii","Dialium","soyauxii"
"7161","Dialium sppCD1","Dialium",NA
"7162","Dialium sppCDi1","No","suitable"
"7163","Dialium sppCarajas1","Dialium",NA
"7164","Dialium sppFPnet1","Dialium",NA
"7165","Dialium sppGA1","Dialium",NA
"7166","Dialium sppGA2","Dialium",NA
"7167","Dialium sppGA3","Dialium",NA
"7168","Dialium sppGA4","Dialium",NA
"7169","Dialium sppMadidiri1","Dialium",NA
"7170","Dialium sppSL1","Dialium",NA
"7171","Dialium sppTEAM1","No","suitable"
"7172","Dialium sppTamboall1","Dialium",NA
"7173","Dialium tesmania","Dialium",NA
"7174","Dialium tessmanii","Dialium","tessmannii"
"7175","Dialium tessmannii","Dialium","tessmannii"
"7176","Dialium wallichii","Dialium","wallichii"
"7177","Dialium zenkeri","Dialium","zenkeri"
"7178","Dialypetalanthus fuscescens","Dialypetalanthus","fuscescens"
"7179","Diatenopteryx sorbifolia","Diatenopteryx","sorbifolia"
"7180","Dicarpellum pancheri","Dicarpellum","pancheri"
"7181","Dicella julianii","Dicella","julianii"
"7182","Dicella macroptera","Dicella","macroptera"
"7183","Dichaetanthera cordifolia","Dichaetanthera","cordifolia"
"7184","Dichaetanthera corymbosa","Dichaetanthera","corymbosa"
"7185","Dichaetanthera goudoutii","Dichaetandra","goudoutii"
"7186","Dichaetanthera oblongifolia","Dichaetanthera","oblongifolia"
"7187","Dichapetalum acuminatum","Dichapetalum","acuminatum"
"7188","Dichapetalum axillare","Dichapetalum","axillare"
"7189","Dichapetalum bangii","Dichapetalum","bangii"
"7190","Dichapetalum barteri","Dichapetalum","barteri"
"7191","Dichapetalum bullatum","Dichapetalum","bullatum"
"7192","Dichapetalum cymulosum","Dichapetalum","cymulosum"
"7193","Dichapetalum flaviflorum","Dichapetalum","flaviflorum"
"7194","Dichapetalum gabonense","Dichapetalum","gabonense"
"7195","Dichapetalum glandulosum","Dichapetalum","glandulosum"
"7196","Dichapetalum grayumii","Dichapetalum","grayumii"
"7197","Dichapetalum guineense","Dichapetalum","guineense"
"7198","Dichapetalum heudelotii","Dichapetalum","heudelotii"
"7199","Dichapetalum hispidum","Dichapetalum","hispidum"
"7200","Dichapetalum insigne","Dichapetalum","insigne"
"7201","Dichapetalum integripetalum","Dichapetalum","integripetalum"
"7202","Dichapetalum madagascariense","Dichapetalum","madagascariense"
"7203","Dichapetalum mombuttense","Dichapetalum","mombuttense"
"7204","Dichapetalum mossambicense","Dichapetalum","mossambicense"
"7205","Dichapetalum mozambiquensis","Dichapetalum","mozambiquensis"
"7206","Dichapetalum mundense","Dichapetalum","mundense"
"7207","Dichapetalum odoratum","Dichapetalum","odoratum"
"7208","Dichapetalum pallidum","Dichapetalum","pallidum"
"7209","Dichapetalum papuanum","Dichapetalum","papuanum"
"7210","Dichapetalum petiolatum","Dichapetalum","petiolatum"
"7211","Dichapetalum rudatisii","Dichapetalum","rudatisii"
"7212","Dichapetalum rugosum","Dichapetalum","rugosum"
"7213","Dichapetalum sessiliflorum","No","suitable"
"7214","Dichapetalum sppAllpahua1","Dichapetalum",NA
"7215","Dichapetalum sppAnchicay1","No","suitable"
"7216","Dichapetalum sppAnkarif1","Dichapetalum",NA
"7217","Dichapetalum sppAnkarif2","Dichapetalum",NA
"7218","Dichapetalum sppAntado1","Dichapetalum",NA
"7219","Dichapetalum sppBanyong1","Dichapetalum",NA
"7220","Dichapetalum sppBanyong2","Dichapetalum",NA
"7221","Dichapetalum sppBanyong3","Dichapetalum",NA
"7222","Dichapetalum sppBanyong5","Dichapetalum",NA
"7223","Dichapetalum sppBelinga1","Dichapetalum",NA
"7224","Dichapetalum sppCD1","Dichapetalum",NA
"7225","Dichapetalum sppCalima1","Dichapetalum",NA
"7226","Dichapetalum sppCamorin1","Dichapetalum",NA
"7227","Dichapetalum sppCarara1","Dichapetalum",NA
"7228","Dichapetalum sppCerroelp1","Dichapetalum",NA
"7229","Dichapetalum sppConstanc1","Dichapetalum",NA
"7230","Dichapetalum sppCuangos1","Dichapetalum",NA
"7231","Dichapetalum sppDucke1","Dichapetalum",NA
"7232","Dichapetalum sppDureno1","Dichapetalum",NA
"7233","Dichapetalum sppFPnet1","Dichapetalum",NA
"7234","Dichapetalum sppGentry1","Dichapetalum",NA
"7235","Dichapetalum sppJenarohe1","Dichapetalum",NA
"7236","Dichapetalum sppJenarohe2","Dichapetalum",NA
"7237","Dichapetalum sppLinhares1","Dichapetalum",NA
"7238","Dichapetalum sppMariquit1","Dichapetalum",NA
"7239","Dichapetalum sppNadugani1","Dichapetalum",NA
"7240","Dichapetalum sppNdakani1","Dichapetalum",NA
"7241","Dichapetalum sppNdakani2","Dichapetalum",NA
"7242","Dichapetalum sppNosymang1","Dichapetalum",NA
"7243","Dichapetalum sppNosymang2","Dichapetalum",NA
"7244","Dichapetalum sppNosymang3","Dichapetalum",NA
"7245","Dichapetalum sppPerinet1","Dichapetalum",NA
"7246","Dichapetalum sppPugu1","Dichapetalum",NA
"7247","Dichapetalum sppPugu2","Dichapetalum",NA
"7248","Dichapetalum sppRiotavar1","Dichapetalum",NA
"7249","Dichapetalum sppTamboall1","Dichapetalum",NA
"7250","Dichapetalum sppVarirata1","Dichapetalum",NA
"7251","Dichapetalum sppVarirata2","No","suitable"
"7252","Dichapetalum sppVarirata3","Dichapetalum",NA
"7253","Dichapetalum sppVencer1","Dichapetalum",NA
"7254","Dichapetalum spruceanum","Dichapetalum","spruceanum"
"7255","Dichostemma glaucescens","Dichostemma","glaucescens"
"7256","Dichostemma sppFPnet1","Dichostemma",NA
"7257","Dichrostachys cinerea","Dichrostachys","cinerea"
"7258","Dichrostachys decaryana","Dichrostachys","decaryana"
"7259","Dichrostachys humbertii","Dichrostachys","humbertii"
"7260","Dicksonia brackenridgei","Dicksonia","brackenridgei"
"7261","Dicksonia munzingeri","Dicksonia","munzingeri"
"7262","Dicksonia sellowiana","Dicksonia","sellowiana"
"7263","Dicksonia sppCuangos1","Dicksonia",NA
"7264","Dicksonia sppNewcaldo1","Dicksonia",NA
"7265","Dicksonia sppTEAM1","Dicksonia",NA
"7266","Dicksonia thyrsopteroides","Dicksonia","thyrsopteroides"
"7267","Diclidanthera octandra","Diclidanthera","octandra"
"7268","Diclidanthera penduliflora","Diclidanthera","penduliflora"
"7269","Diclinanona calycina","Diclinanona","calycina"
"7270","Diclinanona sppConstanc1","Diclinanona",NA
"7271","Diclinanona tessmannii","Diclinanona","tessmannii"
"7272","Dicliptera sppQuiapaca1","Dicliptera",NA
"7273","Dicliptera sppTarapoto1","Dicliptera",NA
