"family","genus","species","wd","Region","Reference.Number"
"Escalloniaceae","Quintinia","lanceolata",0.56,"South-East Asia (tropical)",129
"Escalloniaceae","Quintinia","ledermannii",0.44,"South-East Asia (tropical)",129
"Escalloniaceae","Quintinia","serrata",0.488,"Oceania",94
"Escalloniaceae","Quintinia","sieberi",0.482,"Australia/PNG (tropical)",90
"Bignoniaceae","Radermachera","corymbosa",0.32,"South-East Asia (tropical)",129
"Bignoniaceae","Radermachera","elegans",0.42,"South-East Asia (tropical)",129
"Bignoniaceae","Radermachera","gigantea",0.48,"South-East Asia (tropical)",16
"Bignoniaceae","Radermachera","glandulosa",0.45,"South-East Asia (tropical)",129
"Bignoniaceae","Radermachera","pinnata",0.46,"South-East Asia (tropical)",129
"Bignoniaceae","Radermachera","sinica",0.63,"China",33
"Bignoniaceae","Radermachera","sinica",0.621,"China",33
"Nyctaginaceae","Ramisia","brasiliensis",0.62,"South America (extratropical)",114
"Rubiaceae","Randia","anisophylla",0.56,"South-East Asia (tropical)",43
"Rubiaceae","Randia","armata",0.646,"South America (extratropical)",48
"Rubiaceae","Randia","armata",0.69,"South America (tropical)",44
"Rubiaceae","Randia","exaltata",0.51,"South-East Asia (tropical)",129
"Rubiaceae","Randia","exaltata",0.52,"South-East Asia (tropical)",43
"Rubiaceae","Randia","oppositifolia",0.68,"South-East Asia (tropical)",129
"Rubiaceae","Randia","racemosa",0.72,"South-East Asia (tropical)",43
"Rubiaceae","Randia","scortechinii",0.62,"South-East Asia (tropical)",43
"Rubiaceae","Randia","spinosa",0.716,"South-East Asia (tropical)",14
"Rubiaceae","Randia","tetracantha",0.7,"Mexico",23
"Rubiaceae","Randia","thurberi",0.86,"Mexico",23
"Myrsinaceae","Rapanea","avenis",0.69,"South-East Asia (tropical)",129
"Myrsinaceae","Rapanea","hasseltii",0.62,"South-East Asia (tropical)",129
"Myrsinaceae","Rapanea","laetevirens",0.558,"South America (extratropical)",48
"Myrsinaceae","Rapanea","laetevirens",0.49,"South America (tropical)",77
"Myrsinaceae","Rapanea","melanophloeos",0.749,"Africa (tropical)",1
"Myrsinaceae","Rapanea","melanophloeos",0.663,"Africa (extratropical)",72
"Myrsinaceae","Rapanea","neriifolia",0.701,"China",33
"Myrsinaceae","Rapanea","neriifolia",0.57,"South-East Asia (tropical)",126
"Myrsinaceae","Rapanea","neriifolia",0.643,"China",33
"Myrsinaceae","Rapanea","rhododendroides",0.7,"South-East Asia",136
"Myrsinaceae","Rapanea","umbellata",0.86,"South America (extratropical)",114
"Myrsinaceae","Rapanea","umbellata",0.55,"South-East Asia (tropical)",129
"Rutaceae","Raputia","alba",0.75,"South America (extratropical)",114
"Rutaceae","Raputia","magnifica",1.121,"South America (extratropical)",121
"Araliaceae","Raukaua",NA,0.761,"Oceania",94
"Araliaceae","Raukaua",NA,0.81,"Oceania",94
"Araliaceae","Raukaua","simplex",0.543,"Oceania",94
"Apocynaceae","Rauvolfia","amsoniifolia",0.53,"South-East Asia (tropical)",129
"Apocynaceae","Rauvolfia","caffra",0.491,"Africa (tropical)",85
"Apocynaceae","Rauvolfia","caffra",0.442,"Africa (tropical)",147
"Apocynaceae","Rauvolfia","caffra",0.463,"Africa (tropical)",147
"Apocynaceae","Rauvolfia","caffra",0.439,"Africa (extratropical)",72
"Apocynaceae","Rauvolfia","javanica",0.4,"South-East Asia (tropical)",129
"Apocynaceae","Rauvolfia","paraensis",0.55,"South America (tropical)",41
"Apocynaceae","Rauvolfia","praecox",0.46,"South America (tropical)",184
"Apocynaceae","Rauvolfia","praecox",0.43,"South America (tropical)",44
"Apocynaceae","Rauvolfia","praecox",0.489,"South America (tropical)",165
"Apocynaceae","Rauvolfia","purpurascens",0.476,"Central America (tropical)",167
"Apocynaceae","Rauvolfia","sumatrana",0.53,"South-East Asia (tropical)",129
"Rutaceae","Ravenia","urbanii",0.9,"Central America (tropical)",112
"Lauraceae","Ravensara",NA,0.594,"Madagascar",147
"Lauraceae","Ravensara",NA,0.664,"Madagascar",147
"Lauraceae","Ravensara",NA,0.823,"Madagascar",147
"Lauraceae","Ravensara",NA,0.829,"Madagascar",147
"Lauraceae","Ravensara","ovalifolia",0.51,"Madagascar",75
"Lauraceae","Ravensara","ovalifolia",0.6,"Madagascar",147
"Lauraceae","Ravensara","polyneura",0.5,"Madagascar",75
"Lauraceae","Ravensara","retusa",0.64,"Madagascar",75
"Lauraceae","Ravensara","retusa",0.734,"Madagascar",147
"Achariaceae","Rawsonia","lucida",0.745,"Africa (extratropical)",72
"Simaroubaceae","Recchia","mexicana",1.02,"Mexico",23
"Fabaceae","Recordoxylon","amazonicum",0.8,"South America (tropical)",44
"Fabaceae","Recordoxylon","speciosum",0.76,"South America (tropical)",64
"Fabaceae","Recordoxylon","speciosum",0.84,"South America (tropical)",45
"Malvaceae","Reevesia","pubescens",0.58,"South-East Asia (tropical)",129
"Malvaceae","Reevesia","thyrsoidea",0.39,"South-East Asia (tropical)",129
"Malvaceae","Reevesia","thyrsoidea",0.48,"South-East Asia (tropical)",126
"Meliaceae","Reinwardtiodendron","celebicum",0.75,"South-East Asia (tropical)",129
"Meliaceae","Reinwardtiodendron","humile",0.81,"South-East Asia (tropical)",129
"Rubiaceae","Remijia","amazonica",0.56,"South America (tropical)",44
"Rhabdodendraceae","Rhabdodendron","macrophyllum",0.8,"South America (tropical)",44
"Rhamnaceae","Rhamnus","californica",0.5,"NorthAmerica",3
"Rhamnaceae","Rhamnus","cathartica",0.611,"Europe",159
"Rhamnaceae","Rhamnus","crocea",0.75,"NorthAmerica",3
"Rhamnaceae","Rhamnus","davurica",0.551,"China",33
"Rhamnaceae","Rhamnus","frangula",0.499,"Europe",153
"Rhamnaceae","Rhamnus","glandulosa",0.58,"Africa (extratropical)",76
"Rhamnaceae","Rhamnus","lancifolia",0.38,"South-East Asia (tropical)",129
"Rhamnaceae","Rhamnus","purshiana",0.5,"Africa (tropical)",132
"Rhamnaceae","Rhamnus","purshiana",0.501,"NorthAmerica",118
"Rhamnaceae","Rhamnus","zeyheri",0.72,"South-East Asia (tropical)",170
"Rhizophoraceae","Rhizophora","apiculata",0.85,"South-East Asia (tropical)",119
"Rhizophoraceae","Rhizophora","apiculata",0.835,"Australia/PNG (tropical)",27
"Rhizophoraceae","Rhizophora","candelaria",0.85,"South-East Asia (tropical)",43
"Rhizophoraceae","Rhizophora","harrisonii",0.84,"Central America (tropical)",116
"Rhizophoraceae","Rhizophora","harrisonii",0.88,"South America (tropical)",44
"Rhizophoraceae","Rhizophora",NA,0.922,"Africa (tropical)",147
"Rhizophoraceae","Rhizophora","mangle",0.89,"South America (tropical)",36
"Rhizophoraceae","Rhizophora","mangle",0.84,"Central America (tropical)",116
"Rhizophoraceae","Rhizophora","mangle",1.05,"Central America (tropical)",111
"Rhizophoraceae","Rhizophora","mangle",0.904,"South America (tropical)",52
"Rhizophoraceae","Rhizophora","mangle",0.88,"South America (tropical)",45
"Rhizophoraceae","Rhizophora","mangle",0.81,"South-East Asia (tropical)",69
"Rhizophoraceae","Rhizophora","mangle",0.91,"Africa (tropical)",76
"Rhizophoraceae","Rhizophora","mucronata",0.771,"Australia/PNG (tropical)",90
"Rhizophoraceae","Rhizophora","mucronata",0.82,"South-East Asia (tropical)",129
"Rhizophoraceae","Rhizophora","mucronata",0.74,"South-East Asia (tropical)",43
"Rhizophoraceae","Rhizophora","mucronata",0.835,"Australia/PNG (tropical)",27
"Rhizophoraceae","Rhizophora","mucronata",0.904,"South-East Asia (tropical)",13
"Rhizophoraceae","Rhizophora","racemosa",0.88,"South America (tropical)",45
"Rhizophoraceae","Rhizophora","racemosa",0.999,"Africa (tropical)",79
"Rhizophoraceae","Rhizophora","racemosa",0.92,"Africa (tropical)",98
"Rhizophoraceae","Rhizophora","stylosa",0.84,"South-East Asia (tropical)",129
"Myrtaceae","Rhodamnia","acuminata",0.801,"Australia/PNG (tropical)",90
"Myrtaceae","Rhodamnia","argentea",0.679,"Australia",90
"Myrtaceae","Rhodamnia","argentea",0.719,"Australia/PNG (tropical)",90
"Myrtaceae","Rhodamnia","blairiana",0.87,"Australia/PNG (tropical)",90
"Myrtaceae","Rhodamnia","cinerea",0.85,"South-East Asia (tropical)",16
"Myrtaceae","Rhodamnia","cinerea",0.89,"South-East Asia (tropical)",43
"Myrtaceae","Rhodamnia","costata",0.719,"Australia/PNG (tropical)",90
"Myrtaceae","Rhodamnia","dumetorum",0.852,"China",33
"Myrtaceae","Rhodamnia","dumetorum",0.875,"China",33
"Myrtaceae","Rhodamnia","dumetorum",0.858,"China",33
"Myrtaceae","Rhodamnia","dumetorum",0.93,"China",33
"Myrtaceae","Rhodamnia","glauca",0.668,"Australia/PNG (tropical)",90
"Myrtaceae","Rhodamnia","latifolia",0.76,"South-East Asia (tropical)",129
"Myrtaceae","Rhodamnia","mulleri",0.76,"South-East Asia (tropical)",129
"Myrtaceae","Rhodamnia","rubescens",0.599,"Australia/PNG (tropical)",90
"Myrtaceae","Rhodamnia","rubescens",0.663,"Australia/PNG (tropical)",90
"Myrtaceae","Rhodamnia","rubescens",0.663,"Australia/PNG (tropical)",90
"Myrtaceae","Rhodamnia","sessiliflora",0.839,"Australia/PNG (tropical)",90
"Ericaceae","Rhododendron","arboreum",0.491,"South-East Asia (tropical)",14
"Ericaceae","Rhododendron","maximum",0.5,"NorthAmerica",118
"Sarcolaenaceae","Rhodolaena","bakeriana",0.844,"Madagascar",147
"Sarcolaenaceae","Rhodolaena","bakeriana",0.845,"Madagascar",147
"Sarcolaenaceae","Rhodolaena","bakeriana",0.845,"Madagascar",147
"Sarcolaenaceae","Rhodolaena","bakeriana",0.848,"Madagascar",147
"Hamamelidaceae","Rhodoleia","championii",0.6,"South-East Asia (tropical)",170
"Hamamelidaceae","Rhodoleia","teysmannii",0.62,"South-East Asia (tropical)",129
"Hamamelidaceae","Rhodoleia","teysmannii",0.64,"South-East Asia (tropical)",43
"Myrtaceae","Rhodomyrtus","macrocarpa",0.779,"Australia/PNG (tropical)",90
"Anacardiaceae","Rhodosphaera","rhodanthema",0.594,"Australia/PNG (tropical)",90
"Anacardiaceae","Rhodosphaera","rhodanthema",0.585,"Australia/PNG (tropical)",90
"Anacardiaceae","Rhodosphaera","rhodanthema",0.594,"Australia/PNG (tropical)",90
"Lauraceae","Rhodostemonodaphne","grandis",0.39,"South America (tropical)",45
"Lauraceae","Rhodostemonodaphne","praeclara",0.4,"South America (tropical)",64
"Vitaceae","Rhoicissus","revoilii",0.538,"Africa (extratropical)",72
"Anacardiaceae","Rhus","diversiloba",0.63,"NorthAmerica",3
"Anacardiaceae","Rhus","lancea",0.827,"Africa (extratropical)",72
"Anacardiaceae","Rhus","longipes",0.702,"Africa (extratropical)",72
"Anacardiaceae","Rhus","potaninii",0.467,"China",33
"Anacardiaceae","Rhus","potaninii",0.487,"China",33
"Anacardiaceae","Rhus","pyroides",1.007,"Africa (extratropical)",72
"Anacardiaceae","Rhus","succedanea",0.441,"South-East Asia (tropical)",14
"Anacardiaceae","Rhus","sylvestris",0.64,"China",34
"Anacardiaceae","Rhus","taitensis",0.37,"South-East Asia (tropical)",129
"Anacardiaceae","Rhus","tenuinervis",0.947,"Africa (extratropical)",72
"Anacardiaceae","Rhus","typhina",0.45,"NorthAmerica",118
"Anacardiaceae","Rhus","verniciflua",0.427,"China",33
"Anacardiaceae","Rhus","verniciflua",0.397,"China",33
"Anacardiaceae","Rhus","verniciflua",0.4,"China",34
"Grossulariaceae","Ribes","californicum",0.73,"NorthAmerica",3
"Euphorbiaceae","Richeria","grandis",0.69,"South America (tropical)",15
"Euphorbiaceae","Richeria","grandis",0.52,"South America (tropical)",44
"Euphorbiaceae","Richeria","grandis",0.52,"South America (tropical)",44
"Euphorbiaceae","Ricinodendron","heudelotii",0.189,"Africa (tropical)",1
"Euphorbiaceae","Ricinodendron","heudelotii",0.2,"Africa (tropical)",85
"Euphorbiaceae","Ricinodendron","heudelotii",0.207,"Africa (tropical)",147
"Euphorbiaceae","Ricinodendron","heudelotii",0.228,"Africa (tropical)",147
"Euphorbiaceae","Ricinodendron","heudelotii",0.229,"Africa (tropical)",147
"Violaceae","Rinorea","deflexiflora",0.66,"Central America (tropical)",96
"Violaceae","Rinorea","deflexiflora",0.531,"Central America (tropical)",167
"Violaceae","Rinorea","ferruginea",0.689,"Africa (extratropical)",72
"Violaceae","Rinorea","flavescens",0.61,"South America (tropical)",64
"Violaceae","Rinorea","flavescens",0.65,"South America (tropical)",45
"Violaceae","Rinorea","guatemalensis",0.74,"Mexico",23
"Violaceae","Rinorea","guianensis",0.78,"South America (tropical)",128
"Violaceae","Rinorea","paniculata",0.75,"South America (tropical)",44
"Violaceae","Rinorea","pectinosquamata",0.61,"South America (tropical)",55
"Violaceae","Rinorea","pubiflora",0.75,"South America (tropical)",44
"Violaceae","Rinorea","racemosa",0.682,"South America (tropical)",128
"Violaceae","Rinorea","ulmifolia",0.75,"South America (tropical)",44
"Violaceae","Rinorea","viridifolia",0.515,"South America (tropical)",184
"Myrtaceae","Ristantia","pachysperma",0.702,"Australia/PNG (tropical)",90
"Myrtaceae","Ristantia","pachysperma",0.702,"Australia/PNG (tropical)",90
"Myrtaceae","Ristantia","pachysperma",0.702,"Australia/PNG (tropical)",90
"Fabaceae","Robinia","coccinea",0.61,"South America (tropical)",2
"Fabaceae","Robinia","pseudoacacia",0.66,"NorthAmerica",6
"Fabaceae","Robinia","pseudoacacia",0.682,"China",33
"Fabaceae","Robinia","pseudoacacia",0.698,"China",33
"Fabaceae","Robinia","pseudoacacia",0.652,"China",33
"Fabaceae","Robinia","pseudoacacia",0.681,"China",33
"Malvaceae","Robinsonella","mirandae",0.5,"Mexico",23
"Euphorbiaceae","Rockinghamia","angustifolia",0.689,"Australia/PNG (tropical)",90
"Euphorbiaceae","Rockinghamia","angustifolia",0.689,"Australia/PNG (tropical)",90
"Annonaceae","Rollinia","annonoides",0.32,"South America (tropical)",44
"Annonaceae","Rollinia","exsucca",0.32,"South America (tropical)",141
"Annonaceae","Rollinia","exsucca",0.379,"South America (tropical)",189
"Annonaceae","Rollinia","exsucca",0.28,"South America (tropical)",45
"Annonaceae","Rollinia","exsucca",0.52,"South America (tropical)",89
"Annonaceae","Rollinia","insignis",0.425,"South America (tropical)",185
"Annonaceae","Rollinia","membranacea",0.3,"Mexico",23
"Annonaceae","Rollinia","mucosa",0.32,"South America (extratropical)",114
"Annonaceae","Rollinia","pittieri",0.27,"Central America (tropical)",196
"Annonaceae","Rollinia","sericea",0.47,"South America (extratropical)",114
"Rubiaceae","Rondeletia","galeottii",0.5,"Mexico",23
"Rubiaceae","Rothmannia","fischeri",0.745,"Africa (extratropical)",72
"Rubiaceae","Rothmannia","urcelliformis",0.538,"Africa (extratropical)",72
"Linaceae","Roucheria","calophylla",0.88,"South America (tropical)",45
"Linaceae","Roucheria","columbiana",0.77,"South America (tropical)",44
"Proteaceae","Roupala","brasiliensis",0.86,"South America (tropical)",35
"Proteaceae","Roupala","brasiliensis",1.08,"South America (extratropical)",114
"Proteaceae","Roupala","brasiliensis",0.674,"South America (extratropical)",121
"Proteaceae","Roupala","brasiliensis",0.858,"South America (extratropical)",121
"Proteaceae","Roupala","brasiliensis",1.124,"South America (extratropical)",121
"Proteaceae","Roupala","brasiliensis",0.8,"South America (tropical)",44
"Proteaceae","Roupala","glabrata",0.86,"South America (tropical)",35
"Proteaceae","Roupala","glabrata",0.8,"South America (tropical)",44
"Proteaceae","Roupala","montana",0.89,"Mexico",23
"Proteaceae","Roupala","montana",0.69,"South America (tropical)",45
"Proteaceae","Roupala","montana",0.77,"South America (tropical)",89
"Meliaceae","Ruagea","insignis",0.47,"South America (tropical)",44
"Rosaceae","Rubus","alceifolius",0.35,"Australia",195
"Rubiaceae","Rudgea","viburnoides",0.57,"South America (extratropical)",114
"Vochysiaceae","Ruizterania","albiflora",0.5,"South America (tropical)",141
"Vochysiaceae","Ruizterania","albiflora",0.57,"South America (tropical)",64
"Vochysiaceae","Ruizterania","albiflora",0.49,"South America (tropical)",191
"Vochysiaceae","Ruizterania","albiflora",0.629,"South America (tropical)",30
"Vochysiaceae","Ruizterania","albiflora",0.45,"South America (tropical)",204
"Vochysiaceae","Ruizterania","albiflora",0.67,"South America (tropical)",45
"Vochysiaceae","Ruizterania","albiflora",0.63,"South America (tropical)",190
"Vochysiaceae","Ruizterania","albiflora",0.67,"South America (tropical)",166
"Vochysiaceae","Ruizterania","retusa",0.74,"South America (tropical)",15
"Vochysiaceae","Ruizterania","retusa",0.67,"South America (tropical)",44
"Polygonaceae","Ruprechtia","apetala",0.611,"South America (extratropical)",66
"Polygonaceae","Ruprechtia","apetala",0.71,"South America (extratropical)",48
"Polygonaceae","Ruprechtia","exploratricis",0.7,"South America (extratropical)",114
"Polygonaceae","Ruprechtia","fusca",0.7,"Mexico",23
"Polygonaceae","Ruprechtia","laxiflora",0.602,"South America (extratropical)",66
"Polygonaceae","Ruprechtia","laxiflora",0.57,"South America (tropical)",77
"Polygonaceae","Ruprechtia","triflora",0.619,"South America (extratropical)",66
"Achariaceae","Ryparosa","caesia",0.57,"South-East Asia (tropical)",130
"Achariaceae","Ryparosa","fasciculata",0.62,"South-East Asia (tropical)",43
"Achariaceae","Ryparosa","hullettii",0.61,"South-East Asia (tropical)",177
"Achariaceae","Ryparosa","javanica",0.45,"South-East Asia (tropical)",130
"Achariaceae","Ryparosa","kunstleri",0.53,"South-East Asia (tropical)",130
"Achariaceae","Ryparosa","micromera",0.7,"South-East Asia (tropical)",130
"Achariaceae","Ryparosa","multinervosa",0.6,"South-East Asia (tropical)",130
"Achariaceae","Ryparosa","wallichii",0.69,"South-East Asia (tropical)",43
"Achariaceae","Ryparosa","wrayi",0.49,"South-East Asia (tropical)",43
"Boraginaceae","Saccellium","brasiliense",0.92,"South America (extratropical)",114
"Humiriaceae","Sacoglottis","cydonioides",0.72,"South America (tropical)",141
"Humiriaceae","Sacoglottis","cydonioides",0.827,"South America (tropical)",189
"Humiriaceae","Sacoglottis","cydonioides",0.8,"South America (tropical)",45
"Humiriaceae","Sacoglottis","gabonensis",0.853,"Africa (tropical)",79
"Humiriaceae","Sacoglottis","gabonensis",0.783,"Africa (tropical)",98
"Humiriaceae","Sacoglottis","gabonensis",0.732,"Africa (tropical)",147
"Humiriaceae","Sacoglottis","gabonensis",0.764,"Africa (tropical)",147
"Humiriaceae","Sacoglottis","gabonensis",0.807,"Africa (tropical)",147
"Humiriaceae","Sacoglottis","gabonensis",0.839,"Africa (tropical)",147
"Humiriaceae","Sacoglottis","guianensis",0.908,"South America (tropical)",185
"Humiriaceae","Sacoglottis","guianensis",0.73,"South America (tropical)",64
"Humiriaceae","Sacoglottis","guianensis",0.97,"South America (tropical)",15
"Humiriaceae","Sacoglottis","guianensis",0.827,"South America (tropical)",30
"Humiriaceae","Sacoglottis","guianensis",0.8,"South America (tropical)",45
"Humiriaceae","Sacoglottis","guianensis",0.846,"South America (tropical)",166
"Humiriaceae","Sacoglottis","guianensis",0.77,"South America (tropical)",47
"Humiriaceae","Sacoglottis",NA,0.775,"Africa (tropical)",1
"Humiriaceae","Sacoglottis","mattogrossensis",0.77,"South America (tropical)",44
"Humiriaceae","Sacoglottis","procera",0.69,"South America (tropical)",102
"Annonaceae","Sageraea","elliptica",0.67,"South-East Asia (tropical)",170
"Annonaceae","Sageraea","lanceolata",0.61,"South-East Asia (tropical)",129
"Annonaceae","Sageraea","lanceolata",0.65,"South-East Asia (tropical)",43
"Annonaceae","Sageraea","laurina",0.52,"India",109
"Annonaceae","Sageraea","listeri",0.758,"South-East Asia (tropical)",14
"Euphorbiaceae","Sagotia","racemosa",0.58,"South America (tropical)",45
"Celastraceae","Salacia","elliptica",0.76,"South America (extratropical)",114
