,ID_AE,Latitude,Longitude,Family,Genus,Species,Substitute_equation,Unit_X,Min_X,Max_X,Output_TR,Unit_Y,Ecoregion_WWF,Veg_Component
2680,44675,44.063,-71.3001,Betulaceae,Ostrya,virginiana,log Biomass=4.97+0*(DBH)+2.34*(log((DBH)^(1))),cm,1,9,log,g,Temperate broadleaf and mixed forests,Stem + branches (live)
2681,44675,43.1617,-71.0187,Betulaceae,Ostrya,virginiana,log Biomass=4.97+0*(DBH)+2.34*(log((DBH)^(1))),cm,1,9,log,g,Temperate broadleaf and mixed forests,Stem + branches (live)
2682,44677,43.4957,-71.5509,Aceraceae,Acer,rubrum,log Biomass=4.9828+0*(DBH)+2.31*(log((DBH)^(1))),cm,0,12,log,g,Temperate broadleaf and mixed forests,Stem + branches (live)
2683,44678,44.45,-123.9167,Pinaceae,Pseudotsuga,menziesii,log Biomass=4.98412+0*(DBH)+2.18584*(log((DBH)^(1))),cm,1,13,log,g,Temperate coniferous forests,Whole tree (above stump)
2684,44687,-14.76,49.0841,Unknown,All,All,Biomass=exp(-1.473+2*log((DBH))),cm,9,54,NA,kg,Tropical and subtropical moist broadleaf forests,Total aboveground biomass
2685,44687,-20.7622,48.0036,Unknown,All,All,Biomass=exp(-1.473+2*log((DBH))),cm,9,54,NA,kg,Tropical and subtropical moist broadleaf forests,Total aboveground biomass
2686,44687,-24.55,46.8,Unknown,All,All,Biomass=exp(-1.473+2*log((DBH))),cm,9,54,NA,kg,Tropical and subtropical moist broadleaf forests,Total aboveground biomass
2687,44687,-22.7419,47.6602,Unknown,All,All,Biomass=exp(-1.473+2*log((DBH))),cm,9,54,NA,kg,Tropical and subtropical moist broadleaf forests,Total aboveground biomass
2688,44693,6.088611,-73.132361,Rubiaceae,Faramea,flavicans,Biomass=exp(1.43888+0.166*(DBH)),cm,20,30,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
2689,44701,64.0601,-139.432,Salicaceae,Populus,tremuloides,log Biomass=-2.3953+0*(DBH)+2.2759*(LOG((DBH)^(1))),cm,1,26,log,kg,Tundra,Whole tree (above stump)
2690,44701,57.095,-111.3732,Salicaceae,Populus,tremuloides,log Biomass=-2.3953+0*(DBH)+2.2759*(LOG((DBH)^(1))),cm,1,26,log,kg,Boreal forest/taigas,Whole tree (above stump)
2691,44701,49.4463,-114.4813,Salicaceae,Populus,tremuloides,log Biomass=-2.3953+0*(DBH)+2.2759*(LOG((DBH)^(1))),cm,1,26,log,kg,Temperate coniferous forests,Whole tree (above stump)
2692,44702,40.8595,-72.9567,Fagaceae,Quercus,coccinea,log10 Biomass=2.3948+2.19*(log10((DBH)^(1))),cm,1,23,log10,g,Temperate broadleaf and mixed forests,Whole tree (aboveground)
2695,44714,6.088611,-73.132361,Clusiaceae,Clusia,shomburgkiana,Biomass=113.858-962.769/(DBH),cm,20,30,NA,kg,Tropical and subtropical moist broadleaf forests,Stem+bark+leaves+branches
2696,44717,33.2404,-83.5433,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2697,44717,33.3415,-83.0448,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2698,44717,33.4156,-83.6376,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2699,44717,33.6177,-83.3412,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2700,44717,33.6244,-83.6713,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2701,44717,33.5331,-84.4072,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2702,44717,36.0875,-79.178,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2703,44717,36.2155,-78.9153,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2704,44717,36.5119,-78.6054,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2705,44717,33.7952,-84.4316,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2706,44717,33.3415,-83.3278,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2707,44717,32.8901,-83.0314,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2708,44717,34.0847,-85.3184,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2709,44717,36.815,-78.9759,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2710,44717,32.9709,-82.6339,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2711,44717,34.6416,-81.7177,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2712,44717,34.3924,-81.2562,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2713,44717,34.8606,-81.364,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2714,44717,35.1806,-81.4988,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2715,44717,35.0425,-80.3973,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2716,44717,37.3068,-79.1376,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2717,44717,33.5031,-82.836,Fagaceae,Quercus,falcata var. falcata,Biomass=0+0*(DBH^2)+2.30252*((DBH^2)^(1.25795)),in2,5,100,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2718,44719,33.2404,-83.5433,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.28678*((DBH^2)^(1.26943)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2719,44719,33.3415,-83.0448,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.28678*((DBH^2)^(1.26943)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2720,44719,33.4156,-83.6376,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.28678*((DBH^2)^(1.26943)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2721,44719,33.6177,-83.3412,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.28678*((DBH^2)^(1.26943)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2722,44719,33.6244,-83.6713,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.28678*((DBH^2)^(1.26943)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
2723,44719,33.5331,-84.4072,Juglandaceae,Carya,spp.,Biomass=0+0*(DBH^2)+2.28678*((DBH^2)^(1.26943)),in2,2,117,NA,lb,Temperate broadleaf and mixed forests,Whole tree (above stump)
