"","ID_list","ID","LAT","LON","Ecoregion_WWF","Equations","DBH5","DBH6","DBH7","DBH8","DBH9","DBH10","DBH11","DBH12","DBH13","DBH14","DBH15","DBH16","DBH17","DBH18","DBH19","DBH20","DBH21","DBH22","DBH23","DBH24","DBH25","DBH30","DBH35","DBH40","DBH45","DBH50","DBH55","DBH60","DBH65","DBH70","DBH75","DBH80","DBH85","DBH90","DBH95","DBH100","DBH110","DBH120","DBH130","DBH140","DBH150","DBH160","DBH170","DBH180","DBH190","DBH200","DBH210","DBH220","DBH230","DBH240","DBH250","DBH260","DBH270","DBH280","DBH290","DBH300"
"624","ID624",38328,35.8022,-82.3452,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+1.94274*((DBH^2)^(1.21008))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8103878197462,75.76674254678,87.7402485400811,100.757156973475,114.842837299417,130.021853586066,146.318030614748,163.75451155079,182.353808609126,202.137847842996,223.12800896143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","ID625",38328,34.766,-84.1435,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+1.94274*((DBH^2)^(1.21008))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8103878197462,75.76674254678,87.7402485400811,100.757156973475,114.842837299417,130.021853586066,146.318030614748,163.75451155079,182.353808609126,202.137847842996,223.12800896143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","ID626",38331,30.0684,-83.3669,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","ID627",38331,34.1901,-78.2818,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","ID628",38331,34.8324,-77.345,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","ID629",38331,35.2406,-77.1309,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","ID630",38331,36.1506,-76.9703,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","ID631",38331,30.684,-88.7733,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","ID632",38331,32.3166,-88.0774,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","ID633",38331,31.8884,-87.3012,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","ID634",38331,31.7278,-88.0774,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","ID635",38331,30.684,-86.2574,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","ID636",38331,35.6956,-76.5957,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","ID637",38331,33.8957,-79.0847,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","ID638",38331,31.1925,-87.8633,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","ID639",38331,29.3726,-82.564,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","ID640",38331,33.4942,-79.4862,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","ID641",38331,36.7929,-76.8365,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","ID642",38331,29.8276,-82.9387,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","ID643",38331,29.3726,-81.6808,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","ID644",38331,29.9882,-81.7343,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","ID645",38331,30.3896,-81.7343,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","ID646",38331,31.0587,-82.1358,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","ID647",38331,32.2096,-81.3061,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","ID648",38331,31.7546,-90.7806,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","ID649",38331,32.7716,-80.6905,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","ID650",38331,32.9054,-80.1285,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","ID651",38331,33.2266,-81.092,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","ID652",38331,31.1658,-88.7465,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","ID653",38331,31.1658,-81.7343,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.86115*((DBH^2)^(1.27155))",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.172531880172,666.241026905869,935.644121320397,1262.39909082009,1650.29866113145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","ID654",38334,30.0684,-83.3669,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842))",4.27276740851109,6.59037921852018,9.50675304807069,13.0577933681982,17.2763165658433,22.1926614073197,27.8351250663215,34.230286968375,41.4032568390857,49.3778694947396,58.1768409978568,67.8218960315809,78.3338733471427,89.7328141821397,102.038037231251,115.268202841765,129.441368463402,144.575036917942,160.686198713215,177.791369371367,195.906622548318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","ID655",38334,34.1901,-78.2818,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842))",4.27276740851109,6.59037921852018,9.50675304807069,13.0577933681982,17.2763165658433,22.1926614073197,27.8351250663215,34.230286968375,41.4032568390857,49.3778694947396,58.1768409978568,67.8218960315809,78.3338733471427,89.7328141821397,102.038037231251,115.268202841765,129.441368463402,144.575036917942,160.686198713215,177.791369371367,195.906622548318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","ID656",38334,34.8324,-77.345,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842))",4.27276740851109,6.59037921852018,9.50675304807069,13.0577933681982,17.2763165658433,22.1926614073197,27.8351250663215,34.230286968375,41.4032568390857,49.3778694947396,58.1768409978568,67.8218960315809,78.3338733471427,89.7328141821397,102.038037231251,115.268202841765,129.441368463402,144.575036917942,160.686198713215,177.791369371367,195.906622548318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","ID657",38334,35.2406,-77.1309,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842))",4.27276740851109,6.59037921852018,9.50675304807069,13.0577933681982,17.2763165658433,22.1926614073197,27.8351250663215,34.230286968375,41.4032568390857,49.3778694947396,58.1768409978568,67.8218960315809,78.3338733471427,89.7328141821397,102.038037231251,115.268202841765,129.441368463402,144.575036917942,160.686198713215,177.791369371367,195.906622548318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","ID658",38334,36.1506,-76.9703,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842))",4.27276740851109,6.59037921852018,9.50675304807069,13.0577933681982,17.2763165658433,22.1926614073197,27.8351250663215,34.230286968375,41.4032568390857,49.3778694947396,58.1768409978568,67.8218960315809,78.3338733471427,89.7328141821397,102.038037231251,115.268202841765,129.441368463402,144.575036917942,160.686198713215,177.791369371367,195.906622548318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","ID659",38334,30.684,-88.7733,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842))",4.27276740851109,6.59037921852018,9.50675304807069,13.0577933681982,17.2763165658433,22.1926614073197,27.8351250663215,34.230286968375,41.4032568390857,49.3778694947396,58.1768409978568,67.8218960315809,78.3338733471427,89.7328141821397,102.038037231251,115.268202841765,129.441368463402,144.575036917942,160.686198713215,177.791369371367,195.906622548318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","ID660",38334,32.3166,-88.0774,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842))",4.27276740851109,6.59037921852018,9.50675304807069,13.0577933681982,17.2763165658433,22.1926614073197,27.8351250663215,34.230286968375,41.4032568390857,49.3778694947396,58.1768409978568,67.8218960315809,78.3338733471427,89.7328141821397,102.038037231251,115.268202841765,129.441368463402,144.575036917942,160.686198713215,177.791369371367,195.906622548318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","ID661",38334,31.8884,-87.3012,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842))",4.27276740851109,6.59037921852018,9.50675304807069,13.0577933681982,17.2763165658433,22.1926614073197,27.8351250663215,34.230286968375,41.4032568390857,49.3778694947396,58.1768409978568,67.8218960315809,78.3338733471427,89.7328141821397,102.038037231251,115.268202841765,129.441368463402,144.575036917942,160.686198713215,177.791369371367,195.906622548318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","ID662",38334,31.7278,-88.0774,"Temperate broadleaf and mixed forests","Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842))",4.27276740851109,6.59037921852018,9.50675304807069,13.0577933681982,17.2763165658433,22.1926614073197,27.8351250663215,34.230286968375,41.4032568390857,49.3778694947396,58.1768409978568,67.8218960315809,78.3338733471427,89.7328141821397,102.038037231251,115.268202841765,129.441368463402,144.575036917942,160.686198713215,177.791369371367,195.906622548318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","ID663",38334,30.684,-86.2574,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842))",4.27276740851109,6.59037921852018,9.50675304807069,13.0577933681982,17.2763165658433,22.1926614073197,27.8351250663215,34.230286968375,41.4032568390857,49.3778694947396,58.1768409978568,67.8218960315809,78.3338733471427,89.7328141821397,102.038037231251,115.268202841765,129.441368463402,144.575036917942,160.686198713215,177.791369371367,195.906622548318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","ID664",38334,35.6956,-76.5957,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842))",4.27276740851109,6.59037921852018,9.50675304807069,13.0577933681982,17.2763165658433,22.1926614073197,27.8351250663215,34.230286968375,41.4032568390857,49.3778694947396,58.1768409978568,67.8218960315809,78.3338733471427,89.7328141821397,102.038037231251,115.268202841765,129.441368463402,144.575036917942,160.686198713215,177.791369371367,195.906622548318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","ID665",38334,33.8957,-79.0847,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842))",4.27276740851109,6.59037921852018,9.50675304807069,13.0577933681982,17.2763165658433,22.1926614073197,27.8351250663215,34.230286968375,41.4032568390857,49.3778694947396,58.1768409978568,67.8218960315809,78.3338733471427,89.7328141821397,102.038037231251,115.268202841765,129.441368463402,144.575036917942,160.686198713215,177.791369371367,195.906622548318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","ID666",38334,31.1925,-87.8633,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842))",4.27276740851109,6.59037921852018,9.50675304807069,13.0577933681982,17.2763165658433,22.1926614073197,27.8351250663215,34.230286968375,41.4032568390857,49.3778694947396,58.1768409978568,67.8218960315809,78.3338733471427,89.7328141821397,102.038037231251,115.268202841765,129.441368463402,144.575036917942,160.686198713215,177.791369371367,195.906622548318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","ID667",38334,29.3726,-82.564,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842))",4.27276740851109,6.59037921852018,9.50675304807069,13.0577933681982,17.2763165658433,22.1926614073197,27.8351250663215,34.230286968375,41.4032568390857,49.3778694947396,58.1768409978568,67.8218960315809,78.3338733471427,89.7328141821397,102.038037231251,115.268202841765,129.441368463402,144.575036917942,160.686198713215,177.791369371367,195.906622548318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","ID668",38334,33.4942,-79.4862,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842))",4.27276740851109,6.59037921852018,9.50675304807069,13.0577933681982,17.2763165658433,22.1926614073197,27.8351250663215,34.230286968375,41.4032568390857,49.3778694947396,58.1768409978568,67.8218960315809,78.3338733471427,89.7328141821397,102.038037231251,115.268202841765,129.441368463402,144.575036917942,160.686198713215,177.791369371367,195.906622548318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","ID669",38334,36.7929,-76.8365,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842))",4.27276740851109,6.59037921852018,9.50675304807069,13.0577933681982,17.2763165658433,22.1926614073197,27.8351250663215,34.230286968375,41.4032568390857,49.3778694947396,58.1768409978568,67.8218960315809,78.3338733471427,89.7328141821397,102.038037231251,115.268202841765,129.441368463402,144.575036917942,160.686198713215,177.791369371367,195.906622548318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","ID670",38334,29.8276,-82.9387,"Temperate coniferous forests","Biomass=0+0*(DBH^2)+1.88335*((DBH^2)^(1.18842))",4.27276740851109,6.59037921852018,9.50675304807069,13.0577933681982,17.2763165658433,22.1926614073197,27.8351250663215,34.230286968375,41.4032568390857,49.3778694947396,58.1768409978568,67.8218960315809,78.3338733471427,89.7328141821397,102.038037231251,115.268202841765,129.441368463402,144.575036917942,160.686198713215,177.791369371367,195.906622548318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
